BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	run	SRA_Sample_s	Sample_Name_s	sex_s	source_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s	strain_s
SAMN02642650	SRX471611	2014-02-14	1041	759	SRR1170395	SRS558357	GSM1328712	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642663	SRX471612	2014-02-14	926	693	SRR1170396	SRS558358	GSM1328713	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642663	SRX471612	2014-02-14	1041	774	SRR1170397	SRS558358	GSM1328713	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642664	SRX471613	2014-02-14	797	595	SRR1170398	SRS558359	GSM1328714	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642664	SRX471613	2014-02-14	663	504	SRR1170399	SRS558359	GSM1328714	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642655	SRX471614	2014-02-14	1047	746	SRR1170400	SRS558360	GSM1328715	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642655	SRX471614	2014-02-14	1047	741	SRR1170401	SRS558360	GSM1328715	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642665	SRX471615	2014-02-14	921	666	SRR1170402	SRS558361	GSM1328716	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642665	SRX471615	2014-02-14	902	650	SRR1170403	SRS558361	GSM1328716	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642668	SRX471616	2014-02-14	876	649	SRR1170404	SRS558362	GSM1328717	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642668	SRX471616	2014-02-14	663	504	SRR1170405	SRS558362	GSM1328717	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642657	SRX471617	2014-02-14	810	606	SRR1170406	SRS558363	GSM1328718	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642657	SRX471617	2014-02-14	695	528	SRR1170407	SRS558363	GSM1328718	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642666	SRX471618	2014-02-14	1016	737	SRR1170408	SRS558364	GSM1328719	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642666	SRX471618	2014-02-14	768	571	SRR1170409	SRS558364	GSM1328719	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642666	SRX471618	2014-02-14	817	607	SRR1170410	SRS558364	GSM1328719	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642669	SRX471619	2014-02-14	1030	761	SRR1170411	SRS558365	GSM1328720	<not provided>	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642669	SRX471619	2014-02-14	1479	1056	SRR1170412	SRS558365	GSM1328720	<not provided>	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642656	SRX471620	2014-02-14	913	682	SRR1170413	SRS558366	GSM1328721	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642656	SRX471620	2014-02-14	874	661	SRR1170414	SRS558366	GSM1328721	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642667	SRX471621	2014-02-14	1044	772	SRR1170415	SRS558367	GSM1328722	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642667	SRX471621	2014-02-14	989	727	SRR1170416	SRS558367	GSM1328722	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642671	SRX471622	2014-02-14	863	640	SRR1170417	SRS558368	GSM1328723	<not provided>	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642671	SRX471622	2014-02-14	756	574	SRR1170418	SRS558368	GSM1328723	<not provided>	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642661	SRX471623	2014-02-14	959	684	SRR1170419	SRS558369	GSM1328724	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642661	SRX471623	2014-02-14	983	693	SRR1170420	SRS558369	GSM1328724	M	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642689	SRX471624	2014-02-14	1153	845	SRR1170421	SRS558370	GSM1328725	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642689	SRX471624	2014-02-14	1046	758	SRR1170422	SRS558370	GSM1328725	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642676	SRX471625	2014-02-14	871	627	SRR1170423	SRS558371	GSM1328726	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642676	SRX471625	2014-02-14	882	625	SRR1170424	SRS558371	GSM1328726	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642659	SRX471626	2014-02-14	1068	771	SRR1170425	SRS558372	GSM1328727	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642659	SRX471626	2014-02-14	1101	793	SRR1170426	SRS558372	GSM1328727	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642672	SRX471627	2014-02-14	807	598	SRR1170427	SRS558373	GSM1328728	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642672	SRX471627	2014-02-14	671	506	SRR1170428	SRS558373	GSM1328728	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642678	SRX471628	2014-02-14	866	660	SRR1170429	SRS558374	GSM1328729	<not provided>	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642678	SRX471628	2014-02-14	698	530	SRR1170430	SRS558374	GSM1328729	<not provided>	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642670	SRX471629	2014-02-14	875	657	SRR1170431	SRS558375	GSM1328730	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642670	SRX471629	2014-02-14	1015	748	SRR1170432	SRS558375	GSM1328730	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642677	SRX471630	2014-02-14	790	588	SRR1170433	SRS558376	GSM1328731	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642677	SRX471630	2014-02-14	702	533	SRR1170434	SRS558376	GSM1328731	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642679	SRX471631	2014-02-14	679	510	SRR1170435	SRS558377	GSM1328732	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642679	SRX471631	2014-02-14	909	677	SRR1170436	SRS558377	GSM1328732	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642673	SRX471632	2014-02-14	1228	887	SRR1170437	SRS558378	GSM1328733	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642673	SRX471632	2014-02-14	1142	825	SRR1170438	SRS558378	GSM1328733	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642674	SRX471633	2014-02-14	867	626	SRR1170439	SRS558379	GSM1328734	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642674	SRX471633	2014-02-14	892	639	SRR1170440	SRS558379	GSM1328734	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642681	SRX471634	2014-02-14	836	599	SRR1170441	SRS558380	GSM1328735	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642681	SRX471634	2014-02-14	798	574	SRR1170442	SRS558380	GSM1328735	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642683	SRX471635	2014-02-14	729	546	SRR1170443	SRS558381	GSM1328736	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642683	SRX471635	2014-02-14	960	709	SRR1170444	SRS558381	GSM1328736	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642675	SRX471636	2014-02-14	911	694	SRR1170445	SRS558382	GSM1328737	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642675	SRX471636	2014-02-14	1058	784	SRR1170446	SRS558382	GSM1328737	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642692	SRX471637	2014-02-14	791	591	SRR1170447	SRS558383	GSM1328738	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642692	SRX471637	2014-02-14	708	534	SRR1170448	SRS558383	GSM1328738	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642680	SRX471638	2014-02-14	957	707	SRR1170449	SRS558384	GSM1328739	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642680	SRX471638	2014-02-14	1462	1040	SRR1170450	SRS558384	GSM1328739	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642682	SRX471639	2014-02-14	1248	921	SRR1170451	SRS558385	GSM1328740	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642682	SRX471639	2014-02-14	1182	866	SRR1170452	SRS558385	GSM1328740	F	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642688	SRX471640	2014-02-14	1115	793	SRR1170453	SRS558386	GSM1328741	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642688	SRX471640	2014-02-14	1018	741	SRR1170454	SRS558386	GSM1328741	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642694	SRX471641	2014-02-14	865	653	SRR1170455	SRS558387	GSM1328742	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642694	SRX471641	2014-02-14	1025	759	SRR1170456	SRS558387	GSM1328742	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642690	SRX471642	2014-02-14	613	458	SRR1170457	SRS558388	GSM1328743	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642690	SRX471642	2014-02-14	732	547	SRR1170458	SRS558388	GSM1328743	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642691	SRX471643	2014-02-14	959	689	SRR1170459	SRS558389	GSM1328744	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642691	SRX471643	2014-02-14	981	709	SRR1170460	SRS558389	GSM1328744	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642693	SRX471644	2014-02-14	884	629	SRR1170461	SRS558390	GSM1328745	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642693	SRX471644	2014-02-14	907	639	SRR1170462	SRS558390	GSM1328745	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642698	SRX471645	2014-02-14	905	656	SRR1170463	SRS558391	GSM1328746	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642698	SRX471645	2014-02-14	1501	1065	SRR1170464	SRS558391	GSM1328746	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642699	SRX471646	2014-02-14	1135	821	SRR1170465	SRS558392	GSM1328747	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642699	SRX471646	2014-02-14	948	709	SRR1170466	SRS558392	GSM1328747	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642699	SRX471646	2014-02-14	904	670	SRR1170467	SRS558392	GSM1328747	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642695	SRX471647	2014-02-14	1040	758	SRR1170468	SRS558393	GSM1328748	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642695	SRX471647	2014-02-14	873	643	SRR1170469	SRS558393	GSM1328748	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642701	SRX471648	2014-02-14	655	491	SRR1170470	SRS558394	GSM1328749	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642701	SRX471648	2014-02-14	795	591	SRR1170471	SRS558394	GSM1328749	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642696	SRX471649	2014-02-14	730	537	SRR1170472	SRS558395	GSM1328750	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
